age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y,previous_contacted,previous_success,age_group,total_contacts,contact_pressure,high_contact_flag,never_contacted_before,recent_contact,pdays_bucket,prev_success,prev_contact_flag,engagement_score
78,housemaid,married,secondary,0,-0.1945963567729528,0,0,telephone,16,mar,-0.8761158842253279,4,-1,0,0,0,0,Old,4,4.0,1,1,0,never,0,0,0
45,blue-collar,divorced,secondary,0,0.1014522027559089,1,0,cellular,29,jan,1.2534323772701812,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
48,technician,married,tertiary,0,-0.2769853818058948,0,0,unknown,6,may,-0.35629005798095,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
32,blue-collar,single,secondary,0,0.0557516353306808,1,1,cellular,10,jul,0.8966843026213889,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
42,technician,married,secondary,0,0.6691758451651906,0,0,unknown,20,jun,-0.6496222081188298,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
37,management,single,tertiary,0,-0.4173290986045263,0,0,cellular,28,jan,0.323782966205162,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
40,admin.,single,secondary,0,-0.2102418835267735,1,1,cellular,6,apr,0.4063031218759076,1,335,4,0,1,0,Adult,5,0.2,0,0,0,never,0,1,0
32,admin.,married,secondary,0,0.0144186766688266,1,0,cellular,17,jul,-0.829371990816127,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
42,management,married,tertiary,0,2.3573053493702485,0,0,cellular,20,nov,-0.35629005798095,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
43,admin.,married,secondary,0,-1.7660894030871372,1,1,cellular,23,jul,-0.1394116988856791,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
44,admin.,married,secondary,0,1.3220313940945967,1,1,cellular,31,jul,-2.1416479794936323,7,-1,0,0,0,0,Adult,7,7.0,1,1,0,never,0,0,0
37,admin.,married,secondary,0,-0.3406159012262775,1,0,cellular,5,may,-0.267751572892154,2,347,1,0,1,0,Adult,3,1.0,0,0,0,never,0,1,0
37,unknown,married,unknown,0,0.2521978563223591,0,0,unknown,9,jun,-1.0999764361467186,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
37,admin.,married,tertiary,0,-0.4453824591762855,1,0,cellular,17,nov,-1.0711603703273127,2,119,1,0,1,0,Adult,3,1.0,0,0,0,cold,0,1,0
28,technician,single,tertiary,0,-0.3426187103633997,1,1,cellular,2,feb,0.0285762852659122,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
32,services,single,secondary,0,-0.4453824591762855,0,1,cellular,11,jul,0.6415673201452804,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
34,admin.,single,secondary,0,1.8201444488346017,1,0,cellular,15,may,-2.324202445044814,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
40,admin.,divorced,secondary,0,-0.439603733871328,0,0,unknown,11,jun,-0.3186161345319812,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
34,services,married,secondary,0,-0.5722914132721979,1,0,unknown,16,jun,-0.5737961200764227,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
34,self-employed,married,tertiary,0,0.344520944671306,1,0,cellular,23,jul,-1.1295748107931525,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
34,admin.,married,tertiary,0,-0.0352757004330426,1,0,telephone,19,nov,0.7893320758554074,3,7,4,0,1,1,Adult,7,0.6,0,0,1,recent,0,1,0
37,services,single,secondary,0,-0.4281096247105623,1,0,cellular,2,feb,-0.699643978509556,1,271,2,0,1,0,Adult,3,0.3333333333333333,0,0,0,never,0,1,0
36,technician,married,secondary,0,-0.4267041566443464,1,0,cellular,8,may,-0.2326674961608044,2,347,1,0,1,0,Adult,3,1.0,0,0,0,never,0,1,0
56,retired,married,secondary,0,-4.457560907548751,1,0,cellular,15,jun,0.8051767126723913,2,-1,0,1,0,0,Senior,2,2.0,0,1,0,never,0,0,0
49,blue-collar,married,primary,0,-0.4453824591762855,1,1,telephone,23,jul,-0.6894656500691742,6,-1,0,0,0,0,Senior,6,6.0,1,1,0,never,0,0,0
33,self-employed,married,secondary,0,-0.3214567141134007,1,0,cellular,29,jul,1.2395015663988969,12,-1,0,0,0,0,Adult,12,12.0,1,1,0,never,0,0,0
30,management,single,tertiary,0,0.1382479638229431,0,0,cellular,20,nov,0.2642176381843297,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
36,services,married,secondary,0,0.3475266536737566,0,0,unknown,17,jun,-1.3448109024613646,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
23,student,single,secondary,0,2.4108670913440564,0,0,cellular,5,jun,1.0611558571876254,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
57,retired,divorced,secondary,0,-0.4160423244979201,1,0,cellular,30,jul,0.7140484420010977,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
27,blue-collar,single,secondary,0,1.429997382053323,1,0,unknown,30,may,0.963057715166052,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
38,services,married,secondary,0,-0.4442696930118384,0,1,cellular,21,nov,-0.2326674961608044,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
42,technician,married,tertiary,0,-0.0803500205137143,0,0,cellular,3,apr,0.4599720570010501,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
75,retired,married,secondary,0,0.9108725456470848,0,0,telephone,15,apr,-0.0230293886169544,1,181,2,1,1,1,Old,3,0.3333333333333333,0,0,0,never,0,1,0
34,technician,single,tertiary,0,-0.0001468849846755,1,0,cellular,4,may,0.5232276509723216,1,88,2,0,1,1,Adult,3,0.3333333333333333,0,0,0,warm,0,1,0
48,technician,married,secondary,0,0.192419241006028,0,0,cellular,6,aug,0.4105083944284218,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
35,technician,single,tertiary,0,0.5678162777328715,1,0,cellular,19,aug,1.6898169152113212,2,141,3,1,1,0,Adult,5,0.5,0,0,0,cold,0,1,0
39,management,divorced,tertiary,0,0.1179445614659969,1,0,cellular,19,nov,2.458362649553813,4,126,1,0,1,0,Adult,5,2.0,1,0,0,cold,0,1,0
29,blue-collar,single,tertiary,0,-0.2132249200235948,0,0,telephone,21,apr,0.8698471005160098,1,-1,0,1,0,0,Young,1,1.0,0,1,0,never,0,0,0
45,technician,single,tertiary,0,-0.4453824591762855,1,0,cellular,18,nov,-0.326058291672042,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
42,technician,married,secondary,0,0.3638514056268737,1,1,cellular,9,jul,0.0397662992755404,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
29,technician,married,secondary,0,0.2177747834374732,1,0,cellular,8,jul,-0.5199695280840949,1,61,1,0,1,0,Young,2,0.5,0,0,0,warm,0,1,0
38,services,single,secondary,0,-0.9282853388814458,1,0,cellular,2,feb,-1.1446820450665485,1,271,1,0,1,0,Adult,2,0.5,0,0,0,never,0,1,0
56,retired,married,secondary,0,0.124371741135562,0,0,cellular,28,aug,-2.1839482267747936,14,-1,0,0,0,0,Senior,14,14.0,1,1,0,never,0,0,0
36,technician,single,secondary,0,2.3935528868452014,1,0,cellular,13,aug,-0.3112190724285923,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
25,blue-collar,single,secondary,0,-1.3938912741355778,1,0,unknown,23,jun,-0.7099126299891974,3,-1,0,0,0,0,Young,3,3.0,0,1,0,never,0,0,0
38,technician,married,tertiary,0,-0.2230809998565166,1,0,cellular,15,may,-2.554550061816179,2,373,1,0,1,0,Adult,3,1.0,0,0,0,never,0,1,0
57,self-employed,married,secondary,0,2.9880818753977767,0,0,cellular,19,nov,0.0508593783990168,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
31,management,married,tertiary,1,-1.0953537606207675,0,0,cellular,12,aug,0.166966617606134,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
42,management,married,tertiary,0,-0.2492209959506203,1,0,cellular,3,aug,1.4782973378401665,2,-1,0,1,0,0,Adult,2,2.0,0,1,0,never,0,0,0
45,technician,married,secondary,0,0.1517051921256108,0,0,cellular,11,aug,-0.9889889898856716,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
30,blue-collar,married,secondary,0,-0.006525720753449,1,0,cellular,13,may,0.3371568138776646,2,351,2,0,1,0,Young,4,0.6666666666666666,0,0,0,never,0,1,0
49,blue-collar,married,primary,0,-0.2792627236816929,1,1,telephone,10,jul,1.8002614791002975,10,-1,0,0,0,0,Senior,10,10.0,1,1,0,never,0,0,0
49,services,married,secondary,0,-0.2369412094286845,0,0,cellular,21,aug,-0.2396048880027354,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
53,retired,married,tertiary,0,-0.4838352219779577,1,0,cellular,31,jul,-2.0624777937567864,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
37,technician,married,secondary,0,0.9880930859893108,1,0,unknown,26,may,-0.0646681813134612,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
49,blue-collar,married,primary,0,-0.2523146369711604,0,0,unknown,26,may,-1.1600030264437684,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
41,self-employed,married,primary,0,-0.3267972347154718,0,0,cellular,13,aug,-0.5555802497209266,7,-1,0,0,0,0,Adult,7,7.0,1,1,0,never,0,0,0
54,management,married,primary,0,0.2494567092326321,1,0,cellular,20,nov,-0.0171910484780981,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
32,services,single,secondary,0,-0.2343287580131874,1,0,unknown,6,may,0.2018321901586641,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
33,technician,married,secondary,0,-0.9512957770534496,0,0,cellular,15,may,0.5076880519255021,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
33,technician,married,secondary,0,-0.2549741988499956,1,0,cellular,20,apr,0.1154796340791236,1,242,1,0,1,0,Adult,2,0.5,0,0,0,never,0,1,0
36,blue-collar,married,primary,0,-0.3678576401096981,1,0,cellular,18,may,-2.6233073031180534,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
35,technician,married,tertiary,0,-0.4453824591762855,1,1,cellular,23,sep,-0.5465766299933368,1,62,6,0,1,0,Adult,7,0.1428571428571428,0,0,0,warm,0,1,0
52,unknown,married,secondary,0,-0.3579027629201855,0,0,cellular,25,aug,-0.5465766299933368,6,-1,0,0,0,0,Senior,6,6.0,1,1,0,never,0,0,0
40,entrepreneur,married,tertiary,0,0.8506366808799386,0,0,unknown,9,jun,0.1770236727689251,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
44,technician,single,secondary,0,-0.4199374866140624,1,0,cellular,13,may,0.0341835237646707,3,351,10,0,1,0,Adult,13,0.2727272727272727,0,0,0,never,0,1,0
45,blue-collar,single,secondary,0,-0.4453824591762855,1,0,cellular,26,jul,1.6898169152113212,2,91,5,0,1,1,Adult,7,0.3333333333333333,0,0,0,cold,0,1,0
30,student,single,secondary,0,0.705233814139696,0,0,cellular,26,jan,-0.4517963920004281,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
48,technician,divorced,secondary,1,-0.4288202874034721,0,0,cellular,27,aug,-0.2820701891630726,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
33,blue-collar,married,secondary,0,0.8521493244094375,1,0,cellular,2,apr,-0.4435417953377298,1,308,2,0,1,0,Adult,3,0.3333333333333333,0,0,0,never,0,1,0
57,technician,married,unknown,0,-0.3258227411804072,1,0,unknown,5,may,0.1466162723443244,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
57,housemaid,married,primary,0,1.8479756478757527,0,0,unknown,6,jun,-1.0157048996890454,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
51,unemployed,married,tertiary,0,0.2298626392873265,1,0,cellular,22,jul,-0.1266413503888223,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
34,admin.,single,secondary,0,-0.4442696930118384,1,0,cellular,22,jul,1.0924313701624209,7,-1,0,0,0,0,Adult,7,7.0,1,1,0,never,0,0,0
50,self-employed,married,tertiary,0,0.9827537919642748,0,0,cellular,19,nov,1.548290563706308,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
44,management,married,tertiary,0,0.9081735948219082,0,0,cellular,28,aug,-0.4353435971716211,12,-1,0,0,0,0,Adult,12,12.0,1,1,0,never,0,0,0
27,admin.,married,secondary,0,-1.077443524065286,1,1,unknown,4,jun,0.6800054932192093,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
50,blue-collar,married,secondary,0,-0.1503807064545237,1,0,unknown,14,may,1.5156377188778969,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
36,management,married,tertiary,0,-0.4453824591762855,1,0,cellular,28,jan,-1.1446820450665485,1,250,1,0,1,0,Adult,2,0.5,0,0,0,never,0,1,0
42,management,married,secondary,0,-0.9082786384177934,1,0,unknown,12,may,0.2966240642574004,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
32,unemployed,single,secondary,0,-0.4453824591762855,0,0,cellular,27,may,-0.4517963920004281,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
42,management,married,tertiary,0,-0.2009149997012869,1,0,cellular,11,jul,-0.2892926350702626,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
43,technician,married,secondary,0,-0.4453824591762855,0,1,cellular,8,may,-2.6233073031180534,2,172,5,0,1,0,Adult,7,0.3333333333333333,0,0,0,cold,0,1,0
31,management,married,tertiary,0,-0.2391232406673703,1,0,cellular,9,feb,-0.2120859572370491,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
32,management,married,tertiary,0,0.4686005050549746,0,0,cellular,14,aug,-0.3639669427880143,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
55,blue-collar,divorced,primary,0,-0.2325906995877494,0,1,cellular,11,jul,0.172004850786946,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
58,retired,married,primary,0,0.7989924916976034,1,0,cellular,3,feb,-0.829371990816127,3,265,2,0,1,0,Senior,5,1.0,0,0,0,never,0,1,0
46,blue-collar,married,primary,0,-0.3180819278041337,0,0,cellular,8,aug,-0.9889889898856716,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
55,blue-collar,married,secondary,0,-0.0012712280588584,1,1,unknown,23,may,0.2920429493433075,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
34,management,married,tertiary,0,-0.2304220923524657,0,1,cellular,23,jul,0.7373928117323849,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
28,unemployed,single,secondary,0,-0.4317232310553262,0,0,cellular,12,aug,-0.4853960145450777,4,-1,0,0,0,0,Young,4,4.0,1,1,0,never,0,0,0
42,technician,divorced,tertiary,0,1.877085388340582,1,0,cellular,29,jul,0.7829438923367142,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
29,blue-collar,single,secondary,0,-0.2017599323098158,0,1,cellular,10,jul,2.1770279909663284,3,-1,0,1,0,0,Young,3,3.0,0,1,0,never,0,0,0
54,housemaid,married,secondary,0,-0.3243639414082802,1,1,cellular,25,jul,-0.6894656500691742,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
32,technician,single,secondary,0,-0.4453824591762855,0,0,cellular,26,aug,-0.0466550974643288,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
39,technician,single,tertiary,0,1.4971931719906837,0,0,cellular,2,feb,-0.8408782996754384,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
53,entrepreneur,married,tertiary,0,-0.1430764534899208,0,1,cellular,21,jul,-0.0526310001155103,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
58,technician,married,tertiary,0,-0.041379061141616,0,0,cellular,18,aug,1.2395015663988969,1,78,2,0,1,0,Senior,3,0.3333333333333333,0,0,0,warm,0,1,0
40,self-employed,married,secondary,0,0.1889302993171084,1,1,unknown,23,may,0.776526522748846,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
29,student,single,secondary,0,-0.0455858166527928,1,0,unknown,7,may,0.2164943826862198,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
33,technician,married,tertiary,0,-3.625128018325273,1,1,cellular,15,jul,-0.8408782996754384,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
38,admin.,single,secondary,0,-0.0341333461169213,1,0,telephone,31,jul,-1.175544418357644,13,-1,0,0,0,0,Adult,13,13.0,1,1,0,never,0,0,0
56,services,divorced,secondary,0,0.0054663627366557,0,0,cellular,29,jul,-0.7844766245848622,6,-1,0,0,0,0,Senior,6,6.0,1,1,0,never,0,0,0
40,services,married,secondary,0,-0.4453824591762855,1,0,cellular,2,jun,0.5076880519255021,1,28,3,0,1,0,Adult,4,0.25,0,0,1,recent,0,1,0
24,blue-collar,single,secondary,0,-0.3416163500960839,1,1,cellular,18,may,1.102708921781719,1,-1,0,1,0,0,Young,1,1.0,0,1,0,never,0,0,0
46,management,married,secondary,0,3.1594820411535083,0,0,unknown,20,jun,-1.7709351168323606,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
35,self-employed,married,secondary,0,-0.1841349401515177,1,0,cellular,21,nov,1.0950075626656637,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
35,blue-collar,single,tertiary,0,-0.4453824591762855,1,0,cellular,21,jul,0.3635079805290063,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
34,technician,married,secondary,0,-0.4413642994705198,1,0,unknown,15,may,1.458270170199348,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
35,housemaid,married,tertiary,0,2.919493319879528,0,0,cellular,12,aug,1.5652995796536304,2,79,1,0,1,0,Adult,3,1.0,0,0,0,warm,0,1,0
38,technician,single,tertiary,0,-0.4453824591762855,0,0,cellular,28,aug,0.2966240642574004,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
50,blue-collar,married,primary,0,1.489657153599615,0,0,cellular,18,nov,-1.3266149373670757,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
51,blue-collar,divorced,primary,0,-0.4173290986045263,1,0,cellular,13,may,0.6696277260560338,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
59,self-employed,married,tertiary,0,-0.1556784837474693,0,0,unknown,13,may,-1.0854734209854398,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
32,blue-collar,married,secondary,0,0.0575806302272191,1,0,cellular,20,apr,-0.4684781907331588,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
37,blue-collar,single,secondary,0,0.8476103322635343,1,0,unknown,2,jun,-0.6793759405733744,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
42,admin.,divorced,secondary,0,-0.4012997566261679,0,0,unknown,16,may,-0.7844766245848622,6,-1,0,0,0,0,Adult,6,6.0,1,1,0,never,0,0,0
40,student,married,secondary,0,-0.30005434867325,0,0,unknown,20,jun,0.0453248418931027,6,-1,0,0,0,0,Adult,6,6.0,1,1,0,never,0,0,0
28,technician,single,tertiary,0,0.4425673847252811,1,0,unknown,9,may,0.6344622963095056,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
47,admin.,married,secondary,0,0.0251898370854785,1,0,unknown,6,jun,-0.8408782996754384,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
27,self-employed,married,secondary,0,-0.9977634085506684,1,0,unknown,26,may,-0.333546143835474,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
41,management,married,tertiary,0,-0.4097579990931512,1,0,cellular,17,jul,0.5650698271555598,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
34,admin.,married,tertiary,0,-0.397772851157084,0,1,cellular,4,aug,-0.4769071477773071,3,1,6,1,1,1,Adult,9,0.4285714285714285,0,0,1,recent,0,1,0
50,blue-collar,married,primary,0,1.0111842950340166,1,0,cellular,7,aug,1.199303277261424,2,-1,0,1,0,0,Senior,2,2.0,0,1,0,never,0,0,0
47,blue-collar,married,secondary,0,-0.2026054494335941,1,0,unknown,28,may,0.1207213310599258,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
53,services,married,secondary,0,1.2686981423517896,0,0,cellular,18,aug,-1.1146749651642027,6,-1,0,0,0,0,Senior,6,6.0,1,1,0,never,0,0,0
53,technician,divorced,secondary,0,-0.4453824591762855,1,1,cellular,15,jul,-0.35629005798095,5,-1,0,0,0,0,Senior,5,5.0,1,1,0,never,0,0,0
47,management,married,tertiary,0,0.8838341495613845,0,0,cellular,14,aug,-0.6496222081188298,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
49,entrepreneur,divorced,unknown,1,-2.5764838165912813,1,0,cellular,30,jul,2.0314218322786743,2,-1,0,1,0,0,Senior,2,2.0,0,1,0,never,0,0,0
29,management,married,tertiary,0,-0.2149329416814206,0,0,cellular,28,jan,1.007482343133958,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
45,blue-collar,divorced,primary,0,-1.271948086175534,1,0,unknown,23,may,2.0890827960495257,1,-1,0,1,0,0,Adult,1,1.0,0,1,0,never,0,0,0
38,entrepreneur,married,secondary,0,-0.1556784837474693,1,1,cellular,24,jul,2.609943678691865,24,-1,0,1,0,0,Adult,24,24.0,1,1,0,never,0,0,0
32,blue-collar,married,secondary,0,-0.0893388941780418,1,0,cellular,9,apr,0.5836736916617637,5,-1,0,1,0,0,Adult,5,5.0,1,1,0,never,0,0,0
70,retired,divorced,primary,0,1.135176057527758,0,0,cellular,18,may,0.9909834400207068,1,-1,0,0,0,0,Old,1,1.0,0,1,0,never,0,0,0
65,retired,divorced,primary,0,0.3001674123589323,0,0,cellular,1,jun,0.8083243497481994,2,188,5,0,1,0,Old,7,0.3333333333333333,0,0,0,never,0,1,0
56,blue-collar,married,secondary,0,-0.2612089282174121,1,0,telephone,22,jul,1.3775301847248802,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
35,blue-collar,married,secondary,0,0.1079174225553573,1,0,cellular,14,jul,0.6308960197568224,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
56,management,married,unknown,0,-0.2576411742515033,0,1,cellular,25,jul,-0.1077265689729941,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
56,technician,married,secondary,0,-0.3263097904361775,0,1,cellular,23,jul,0.9826625438477702,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
49,entrepreneur,married,secondary,0,-0.1177802773515437,1,0,cellular,17,apr,1.6967374115760938,1,-1,0,1,0,0,Senior,1,1.0,0,1,0,never,0,0,0
38,unemployed,married,primary,0,0.0572149377645006,1,1,unknown,8,may,0.305739003342544,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
35,management,married,tertiary,0,1.063608418793261,1,0,unknown,9,may,0.7241010449920471,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
38,admin.,married,tertiary,0,-0.1507875501517104,0,0,cellular,18,nov,-0.267751572892154,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
49,blue-collar,married,secondary,0,2.236487562661176,1,1,cellular,6,may,0.0563701323260883,7,167,1,0,1,0,Senior,8,3.5,1,0,0,cold,0,1,0
55,management,married,unknown,0,-0.1696272348109899,0,0,cellular,28,jan,0.4020846279172607,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
43,blue-collar,single,primary,0,-0.4432504043577162,1,0,cellular,30,jul,1.71561176263597,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
43,management,married,tertiary,0,-0.4432504043577162,0,1,cellular,20,aug,1.063788017587841,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
25,admin.,single,tertiary,0,-0.0889471379605459,1,0,cellular,27,may,0.182023244883824,3,89,2,1,1,0,Young,5,1.0,0,0,0,warm,0,1,0
30,blue-collar,married,primary,0,0.1186594141281739,1,0,unknown,21,may,0.8455581854540668,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
46,blue-collar,married,secondary,0,-0.337625774206245,0,0,cellular,4,feb,-1.2073167346003943,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
50,admin.,married,primary,0,-0.292597981744156,0,1,unknown,17,jun,1.4522101359028114,6,-1,0,0,0,0,Senior,6,6.0,1,1,0,never,0,0,0
35,entrepreneur,married,secondary,0,0.666368551165967,0,0,cellular,4,may,0.9460377020579258,4,164,2,1,1,0,Adult,6,1.3333333333333333,1,0,0,cold,0,1,0
26,unemployed,single,secondary,0,0.0266716288120569,0,0,unknown,31,may,-0.5376410345457233,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
45,admin.,married,unknown,0,0.280852085904744,0,0,unknown,20,jun,-2.490955864162653,11,-1,0,0,0,0,Adult,11,11.0,1,1,0,never,0,0,0
37,blue-collar,married,secondary,0,-0.5842166904858233,0,0,cellular,2,feb,-0.1985525747735808,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
60,self-employed,single,tertiary,0,-0.3391187568733713,0,1,cellular,29,jul,-0.8881104581394328,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
38,management,married,tertiary,0,0.0761616339504289,0,0,cellular,4,aug,-0.0646681813134612,1,1,1,1,1,1,Adult,2,0.5,0,0,1,recent,0,1,0
47,blue-collar,married,primary,0,-0.3219403056243081,1,1,unknown,9,jun,-0.1266413503888223,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
33,technician,married,secondary,0,1.7441362173878452,0,0,cellular,9,nov,0.9345776060458042,1,462,1,0,1,0,Adult,2,0.5,0,0,0,never,0,1,0
51,unemployed,married,secondary,0,0.2730291323865239,0,1,cellular,19,nov,-0.1653506031507425,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
35,entrepreneur,single,tertiary,0,-0.3563518384022844,1,0,cellular,18,jul,1.7426642216238166,2,-1,0,1,0,0,Adult,2,2.0,0,1,0,never,0,0,0
35,unemployed,married,secondary,0,-0.0053987042168364,0,0,cellular,29,dec,2.493590580762008,3,209,3,1,1,1,Adult,6,0.75,0,0,0,never,0,1,0
48,admin.,single,secondary,0,0.0583118557563693,1,0,unknown,28,may,0.7241010449920471,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
